header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Location,Type of garage,Capacity,Facilities,Type of parking facilities,error
Haarlemmer Houttuinen 19,1013 GL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42680405-haarlemmer-houttuinen-19/?navigateSource=resultlist,20220130_202808,"€ 1,400,000 kosten koper","€ 4,444    The asking price per m² (€ 1,400,000) is calculated by dividing the asking price of the home by the living area (315 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,Before 1906,Listed building (national monument),Gable roof,Living area315 m²,315 m²,315 m²,756 m³,3 rooms,2 stories and a attic,Not required,315 m²,Alongside a quiet road and in center,Built-in,5 cars,"Electricity, heating and running water",Parking on private property,no
