header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Garden,Type of garage,error
Kasteelappartement 7 (Bouwnr. 7),5421 CW Gemert        ,https://www.funda.nl/en/koop/gemert/appartement-42583848-kasteelappartement-7-bouwnr-7/?navigateSource=resultlist,20220130_142133,"€ 395,000 vrij op naam","€ 5,411    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Apartment with shared street entrance,New property,After 2020,Living area73 m²,73 m²,220 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,A        What does this mean?,Patio/atrium,Parking place,no
