header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kuiperssteeg 5 B,1012 HR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-87565649-kuiperssteeg-5-b/?navigateSource=resultlist,20220128_013618,"€ 595,000 kosten koper","€ 7,000    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available immediately,€ 96.00 per month,Mezzanine (apartment),Resale property,1905,Living area85 m²External storage space2 m²,85 m²,2 m²,256 m³,3 rooms (2 bedrooms),1 story,1st floor,E        What does this mean?,CH boiler,CH boiler,Full ownership,In center,French balcony present,Built-in,Paid parking and resident's parking permits,No,Yes,No,No,No,No,no
