header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Sneeuwbal 26,3171 PJ Poortugaal        ,https://www.funda.nl/en/koop/poortugaal/huis-88989006-sneeuwbal-26/?navigateSource=resultlist,20220130_121052,"€ 315,000 kosten koper","€ 3,088    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1986,Renovation project,Gable roof covered with roof tiles,Living area102 m²External storage space5 m²,102 m²,5 m²,134 m²,353 m³,6 rooms (4 bedrooms),1 separate toilet,3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Wolf (gas-fired combination boiler from 1999, in ownership)",134 m²,Full ownership,In residential district,Back garden,"59 m² (11,5 meter deep and 5,1 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Public parking,no
