header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Hot water,Location,Garden,Type of garage,error
Bouwnummer (Bouwnr. 33),3011 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-41890694-bouwnummer-bouwnr-33/?navigateSource=resultlist,20220129_210902,"€ 747,500 vrij op naam","€ 4,271    The asking price per m² (€ 747,500) is calculated by dividing the asking price of the home by the living area (175 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Desirable residence/villa, row house",New property,2022,Living area175 m²Exterior space attached to the building11 m²,175 m²,11 m²,455 m³,5 rooms (3 bedrooms),4 stories and a attic,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, partly double glazed, no cavity wall, insulated walls, floor insulation, completely insulated and secondary glazing",Central facility,"Alongside a quiet road, sheltered location, in center and in residential district",Sun terrace,Underground parking,no
