header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leonardostraat 9 I,1077 ET Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42546004-leonardostraat-9-i/?navigateSource=resultlist,20220129_071144,"€ 985,000 kosten koper","€ 8,955    The asking price per m² (€ 985,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 120 per month,7 weeks,Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,1928,Gable roof covered with asphalt roofing and roof tiles,Living area110 m²Exterior space attached to the building11 m²External storage space1 m²,110 m²,11 m²,1 m²,351 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,2nd floor,Not available,CH boiler,CH boiler,"Intergas (gas-fired from 2019, in ownership)",Municipal long-term lease,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
