header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
van Heurnstraat 79,5211 ZM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42537741-van-heurnstraat-79/?navigateSource=resultlist,20220127_212851,"€ 400,000 kosten koper","€ 3,922    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 75 per month,2 months,Sold under reservation,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,1890,Living area102 m²Exterior space attached to the building7 m²,102 m²,7 m²,320 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Intergas ( combination boiler from 2012, lease)",Full ownership,In center and in residential district,Sun terrace,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 75.00 per month),Yes,No,Yes,no
