header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eerste Constantijn Huygensstraat 21 Boven,1054 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42574071-eerste-constantijn-huygensstraat-21-boven/?navigateSource=resultlist,20220130_222131,"€ 1,075,000 kosten koper","€ 5,168    The asking price per m² (€ 1,075,000) is calculated by dividing the asking price of the home by the living area (208 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1894,Flat roof covered with asphalt roofing,Living area208 m²Exterior space attached to the building5 m²,208 m²,5 m²,680 m³,8 rooms (5 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,1st floor,TV via cable,A        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,In residential district and unobstructed surrounding view,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
