header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,error
Vogelkerslaan 10,1185 BT Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/huis-42663032-vogelkerslaan-10/?navigateSource=resultlist,20220127_234119,"€ 685,000 kosten koper","€ 5,310    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1958,Living area129 m²Exterior space attached to the building2 m²External storage space6 m²,129 m²,2 m²,6 m²,152 m²,440 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,TV via cable and solar panels,B        What does this mean?,Double glazing and energy efficient window,CH boiler,CH boiler,Combination boiler,152 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden,"54 m² (8,73 meter deep and 6,16 meter broad)",Located at the north accessible via the rear,Balcony present,no
