header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Torenstraat 73,6445 BW Brunssum        ,https://www.funda.nl/en/koop/brunssum/huis-88029378-torenstraat-73/?navigateSource=resultlist,20220129_091422,"€ 155,000 kosten koper","€ 1,938    The asking price per m² (€ 155,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1927,Combination roof covered with asphalt roofing and roof tiles,Living area80 m²Other space inside the building6 m²External storage space4 m²,80 m²,6 m²,4 m²,147 m²,225 m³,6 rooms (3 bedrooms),1 bathroom,Toilet,2 stories and a basement,Optical fibre and rolldown shutters,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2013, in ownership)",147 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,90 m² (15 meter deep and 6 meter broad),Outside plastic storage cabinet,Public parking,no
