header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
De Wijzend 94,1474 PE Oosthuizen        ,https://www.funda.nl/en/koop/oosthuizen/huis-88045767-de-wijzend-94/?navigateSource=resultlist,20220130_130140,"€ 337,500 kosten koper","€ 2,935    The asking price per m² (€ 337,500) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1974,Gable roof covered with roof tiles,Living area115 m²Other space inside the building8 m²External storage space5 m²,115 m²,8 m²,5 m²,130 m²,355 m³,6 rooms (5 bedrooms),1 bathroom,3 stories,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Topline (gas-fired combination boiler from 2006, in ownership)",130 m²,Full ownership,Back garden,"46 m² (9,25 meter deep and 5 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
