header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paets van Troostwijkstraat 111,2522 DN Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88988268-paets-van-troostwijkstraat-111/?navigateSource=resultlist,20220131_224659,"€ 220,000 kosten koper","€ 3,235    The asking price per m² (€ 220,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 60.00 per month,Mezzanine (apartment with open entrance to street),Resale property,1933,Living area68 m²,68 m²,234 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,1st floor,G        What does this mean?,Full ownership,On the edge of a forest,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 60.00 per month),Yes,No,Yes,no
