header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Garden,Shed / storage,Type of parking facilities,error
Huismus (Bouwnr. 47),2627 AK Delft        ,https://www.funda.nl/en/koop/delft/huis-42493419-huismus-bouwnr-47/?navigateSource=resultlist,20220129_210736,"€ 690,000 vrij op naam","€ 4,035    The asking price per m² (€ 690,000) is calculated by dividing the asking price of the home by the living area (171 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,"Single-family home, row house",New property,2022,Living area171 m²,171 m²,513 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,Solar panels,A        What does this mean?,Sun terrace,Built-in,Parking on private property,no
