header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oudegracht 150 Bis B,3511 AZ Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42537437-oudegracht-150-bis-b/?navigateSource=resultlist,20220131_162521,"€ 1,350,000 kosten koper","€ 5,870    The asking price per m² (€ 1,350,000) is calculated by dividing the asking price of the home by the living area (230 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1450,Protected townscape or village view (permit needed for alterations),Living area230 m²Exterior space attached to the building50 m²,230 m²,50 m²,783 m³,6 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 showers,2 stories,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Sun terrace,Roof terrace present and balcony present,Built-in,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
