header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Plot size,Area,Ownership situation,error
Roemer Visscherhof 12 a,3341 GK Hendrik-Ido-Ambacht        ,https://www.funda.nl/en/koop/hendrik-ido-ambacht/parkeergelegenheid-42682531-roemer-visscherhof-12-a/?navigateSource=resultlist,20220129_210046,"€ 30,000 kosten koper","January 25, 2022",Available,Available in consultation,Garage,Resale property,18 m²,18 m²,Full ownership,no
