header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,error
Rodezand 3 A37,3011 AM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42497684-rodezand-3-a37/?navigateSource=resultlist,20220126_164927,"€ 935,000 vrij op naam","€ 7,137    The asking price per m² (€ 935,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Living area131 m²Exterior space attached to the building16 m²,131 m²,16 m²,360 m³,4 rooms (3 bedrooms),2 bathrooms,2 showers and 2 toilets,1 story,37th floor,"Balanced ventilation system, optical fibre, elevator, mechanical ventilation and TV via cable",Not available,Double glazing and completely insulated,District heating and complete floor heating,District heating,"In center, in residential district and unobstructed surrounding view",Sun terrace,Balcony present,no
