header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Eendrachtstraat 66,1502 TL Zaandam        ,https://www.funda.nl/en/koop/zaandam/huis-42503963-eendrachtstraat-66/?navigateSource=resultlist,20220128_024626,"€ 299,000 kosten koper","€ 4,271    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1903,Mansard roof covered with roof tiles,Living area70 m²,70 m²,67 m²,257 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories and a loft,Flue and TV via cable,G        What does this mean?,No insulation,CH boiler,CH boiler and gas-fired boiler,"Gas-fired combination boiler from 2014, in ownership",67 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"25 m² (4,45 meter deep and 5,67 meter broad)",Located at the south accessible via the rear,Public parking,no
