header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Fees,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burgemeester Tellegenstraat 29 H,1073 KB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42688372-burgemeester-tellegenstraat-29-h/?navigateSource=resultlist,20220130_220916,"€ 450,000 kosten koper","€ 7,895    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 174 per month,"January 23, 2022",Available,Available in consultation,€ 174.00 per month,Ground-floor apartment,Resale property,1906-1930,Living area57 m²,57 m²,202 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,G        What does this mean?,Municipal long-term lease,Paid until 31-03-2063,Back garden,"68 m² (8,5 meter deep and 8 meter broad)",Located at the north,Public parking and resident's parking permits,Yes,Yes,Yes (€ 174.00 per month),Yes,Yes,Yes,no
