header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Weststraat 18 301,4527 BT Aardenburg        ,https://www.funda.nl/en/koop/aardenburg/appartement-87166716-weststraat-18-301/?navigateSource=resultlist,20220128_081738,"€ 595,000 vrij op naam","€ 2,288    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (260 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 0.00 per month,Penthouse (apartment),Resale property,2020,Combination roof,Living area260 m²Exterior space attached to the building38 m²,260 m²,38 m²,"1,025 m³",3 rooms (2 bedrooms),1 story,3rd floor,Elevator and TV via cable,A            1.19What does this mean?,Double glazing and completely insulated,CH boiler and complete floor heating,CH boiler,2020,Full ownership,Alongside a quiet road and in center,Balcony present,Parking place,No,No,No,No,No,No,no
