header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Ottergracht 10,3064 LN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88019664-ottergracht-10/?navigateSource=resultlist,20220125_232748,"€ 275,000 kosten koper","€ 2,594    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1923,With carpets and curtains,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area106 m²External storage space13 m²,106 m²,13 m²,105 m²,330 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,3 stories,"Outdoor awning, skylight and TV via cable",C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2003, in ownership)",105 m²,In residential district and unobstructed surrounding view,Back garden,"38 m² (6,9 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Electricity,Public parking,no
