header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hellingweg 66 A,2583 WH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42537694-hellingweg-66-a/?navigateSource=resultlist,20220131_210328,"€ 850,000 kosten koper","€ 5,519    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,2010,Living area154 m²Exterior space attached to the building15 m²,154 m²,15 m²,485 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,3rd floor,Elevator,A+        What does this mean?,Completely insulated,CH boiler,CH boiler,Remeha Avanta,Long-term lease,Bought off for eternity,In residential district and unobstructed surrounding view,Balcony present,Underground parking,Yes,Yes,Yes,Yes,Yes,Yes,no
