header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsestraat 128 A,2513 CH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42679668-prinsestraat-128-a/?navigateSource=resultlist,20220131_231208,"€ 289,000 kosten koper","€ 7,049    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (41 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 42.00 per month,Upstairs apartment,Resale property,1900,Protected townscape or village view (permit needed for alterations) and with carpets and curtains,Combination roof,Living area41 m²,41 m²,148 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,Mechanical ventilation and TV via cable,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"HR combi (gas-fired combination boiler, in ownership)",Full ownership,In center,Built-in,Public parking and resident's parking permits,Yes,Yes,Yes (€ 42.00 per month),Yes,No,Yes,no
