header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Donderslaan 83,9728 KT Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-42671868-donderslaan-83/?navigateSource=resultlist,20220129_154148,"€ 175,000 kosten koper","€ 2,917    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 118.00 per month,Galleried apartment (apartment),Resale property,1963,Living area60 m²Exterior space attached to the building5 m²External storage space6 m²,60 m²,5 m²,6 m²,208 m³,2 rooms (1 bedroom),1 separate toilet,1 story,5th floor,Elevator,D        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2002, in ownership)",Full ownership,Alongside park and in residential district,Balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 118.00 per month),Yes,Yes,Yes,no
