header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,error
Eengezinswoning (Bouwnr. 57),3317 Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42559667-eengezinswoning-bouwnr-57/?navigateSource=resultlist,20220130_161541,"€ 425,000 vrij op naam","€ 3,244    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,After 2020,Gable roof covered with roof tiles,Living area131 m²,131 m²,129 m²,490 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,In residential district,Back garden,"0,01 meter deep and 0,01 meter broad",Located at the east accessible via the rear,Detached wooden storage,no
