header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Dobbelsteen 5,3991 ZS Houten        ,https://www.funda.nl/en/koop/houten/huis-42678356-dobbelsteen-5/?navigateSource=resultlist,20220127_224304,"€ 595,000 kosten koper","€ 3,521    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (169 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available on 6/1/2022,"Desirable residence/villa, row house",Resale property,2004,Gable roof covered with roof tiles,Living area169 m²External storage space9 m²,169 m²,9 m²,144 m²,585 m³,7 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",4 stories and a loft,Optical fibre and TV via cable,A        What does this mean?,Completely insulated,Wood heater and district heating,District heating,144 m²,Full ownership,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"47 m² (8,5 meter deep and 5,5 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,Electricity,Parking place,Public parking,no
