header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Front garden,Balcony/roof garden,Type of parking facilities,error
Limastraat 29,2548 HD Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88998392-limastraat-29/?navigateSource=resultlist,20220129_044527,"€ 449,000 kosten koper","€ 3,230    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,2004,With carpets and curtains,Flat roof covered with asphalt roofing,Living area139 m²Exterior space attached to the building14 m²,139 m²,14 m²,84 m²,370 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",District heating,84 m²,Long-term lease,Bought off for eternity,In residential district,Front garden,"12 m² (6,95 meter deep and 1,7 meter broad)",Balcony present,Public parking,no
