header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Hot water,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amstel 132 B,1017 AD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42425759-amstel-132-b/?navigateSource=resultlist,20220127_234451,"€ 725,000 kosten koper","€ 8,430    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 779,000 kosten koper",€ 199 per month,4 months,Available,Available in consultation,Double ground-floor apartment (apartment),Resale property,1970,Living area86 m²External storage space3 m²,86 m²,3 m²,340 m³,3 rooms (2 bedrooms),2 bathrooms,"2 baths, shower and 2 toilets",2 stories,2nd floor,E        What does this mean?,CH boiler,Full ownership,In center and unobstructed surrounding view,Built-in,Yes,Yes,No,Yes,Yes,Yes,no
