header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vaillantlaan 342,2526 HV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88042249-vaillantlaan-342/?navigateSource=resultlist,20220131_194220,"€ 299,500 kosten koper","€ 3,890    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,Galleried apartment (apartment),Resale property,1991-2000,Living area77 m²,77 m²,241 m³,4 rooms,1 story,1st floor,C        What does this mean?,Yes,Yes,No,Yes,Yes,Yes,no
