header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,Plot size,Area,Ownership situation,error
Alblasserdamstraat 10 164/168,3076 JZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-88881571-alblasserdamstraat-10-164-168/?navigateSource=resultlist,20220126_171209,"€ 39,000 kosten koper",4 months,Sold under reservation,Available in consultation,Garage,Resale property,Electricity,18 m² (6 meter deep and 3 meter broad),18 m²,18 m²,Full ownership,no
