header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hartmansstraat 32 B,3012 VA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88032154-hartmansstraat-32-b/?navigateSource=resultlist,20220126_175635,"€ 299,500 kosten koper","€ 6,240    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1951,Flat roof covered with asphalt roofing,Living area48 m²Exterior space attached to the building4 m²External storage space7 m²,48 m²,4 m²,7 m²,170 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,3rd floor,C        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,In center,Balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
