header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Type of parking facilities,error
Rucphensestraat 46,4711 JL St. Willebrord        ,https://www.funda.nl/en/koop/st-willebrord/huis-88992681-rucphensestraat-46/?navigateSource=resultlist,20220130_144816,"€ 465,000 kosten koper","€ 3,121    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1924,Energie Prestatie Advies,Living area149 m²External storage space54 m²,149 m²,54 m²,528 m²,468 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,Remeha (gas-fired from 2021),528 m²,Back garden,Parking on private property,no
