header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hoogte Kadijk 110 P,1018 BT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686370-hoogte-kadijk-110-p/?navigateSource=resultlist,20220130_194852,"€ 600,000 kosten koper","€ 7,059    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 204 per month,"January 19, 2022",Available,Available in consultation,Upstairs apartment,Resale property,1996,Flat roof,Living area85 m²Exterior space attached to the building5 m²External storage space4 m²,85 m²,5 m²,4 m²,280 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,4th floor,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired from 2012, in ownership",Full ownership,Balcony present,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
