header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hoge Ham 129 01,5104 JD Dongen        ,https://www.funda.nl/en/koop/dongen/appartement-42670854-hoge-ham-129-01/?navigateSource=resultlist,20220129_062759,"€ 365,000 kosten koper","€ 2,852    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,2006,Living area128 m²External storage space6 m²,128 m²,6 m²,332 m³,4 rooms (2 bedrooms),1 story,Balanced ventilation system,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,"AWB ( combination boiler from 2006, in ownership)",Full ownership,In center,Detached wooden storage,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
