header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
Priokstraat 4,3531 XN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42547732-priokstraat-4/?navigateSource=resultlist,20220131_152314,"€ 365,000 kosten koper","€ 5,368    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1931,Flat roof,Living area68 m²Exterior space attached to the building7 m²External storage space7 m²,68 m²,7 m²,7 m²,87 m²,250 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,F        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler from 2017, in ownership)",87 m²,See deed,Alongside a quiet road and in residential district,Back garden,"30 m² (9,63 meter deep and 4,17 meter broad)",Located at the southeast,Roof terrace present,Detached brick storage,Electricity,Paid parking and resident's parking permits,no
