header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leidsegracht 74 D,1016 CR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88044913-leidsegracht-74-d/?navigateSource=resultlist,20220130_205113,"€ 675,000 kosten koper","€ 8,036    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1861,Monumental building,Living area84 m²External storage space4 m²,84 m²,4 m²,250 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,3rd floor,"Elevator, mechanical ventilation and TV via cable",F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside water, in center and unobstructed surrounding view",Built-in,Electricity,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
