header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Weemstraat 3,8331 JA Steenwijk        ,https://www.funda.nl/en/koop/steenwijk/huis-42695127-weemstraat-3/?navigateSource=resultlist,20220129_084334,"€ 160,000 kosten koper","€ 1,905    The asking price per m² (€ 160,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Gable roof covered with roof tiles,Living area84 m²,84 m²,30 m²,276 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,Gas-fired combination boiler,30 m²,Full ownership,In center,Paid parking,no
