header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rapenburgerplein 9,1011 VB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42684347-rapenburgerplein-9/?navigateSource=resultlist,20220130_210945,"€ 860,000 kosten koper","€ 8,866    The asking price per m² (€ 860,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 75.00 per month,Ground-floor apartment (apartment),Resale property,1879,Protected townscape or village view (permit needed for alterations),Living area97 m²,97 m²,374 m³,5 rooms (3 bedrooms),2 bathrooms,2 showers and 2 toilets,3 stories,Ground floor,Passive ventilation system,F        What does this mean?,Double glazing,CH boiler,CH boiler,Nefit (2012),Full ownership,"Alongside a quiet road, in center and in residential district",Paid parking and public parking,Yes,Yes,Yes (€ 75.00 per month),No,No,Yes,no
