header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Eengezinswoning met veranda (Bouwnr. 16),2266 HH Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/huis-42518951-eengezinswoning-met-veranda-bouwnr-16/?navigateSource=resultlist,20220130_145151,"€ 589,850 vrij op naam","€ 4,274    The asking price per m² (€ 589,850) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,GIW Waarborgcertificate,Living area138 m²,138 m²,154 m²,359 m³,5 rooms (3 bedrooms),2 separate toilets,3 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,Geothermal heating,Geothermal heating,154 m²,"Alongside a quiet road, alongside water, rural and unobstructed surrounding view",Back garden,"65 m² (0,12 meter deep and 0,05 meter broad)",Located at the west,Parking on private property,no
