header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lauwersteeg 18,3511 JM Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42543680-lauwersteeg-18/?navigateSource=resultlist,20220127_232430,"€ 435,000 kosten koper","€ 5,305    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,€ 90.82 per month,Upstairs apartment (apartment),Resale property,1900,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Gable roof,Living area82 m²External storage space2 m²,82 m²,2 m²,283 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,4th floor,Not required,Partly double glazed,District heating,Central facility,Full ownership,In center,Balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 90.82 per month),Yes,Yes,Yes,no
