header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Ungabuurtsterweg 3,8861 NK Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42536010-ungabuurtsterweg-3/?navigateSource=resultlist,20220128_024131,"€ 325,000 kosten koper","€ 2,355    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Under offer,Available in consultation,"Single-family home, detached residential property",Resale property,Before 1906,Hipped roof covered with roof tiles,Living area138 m²Other space inside the building82 m²,138 m²,82 m²,830 m²,978 m³,5 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories and a loft,D        What does this mean?,"Roof insulation, partly double glazed and insulated walls",CH boiler,CH boiler,Remeha (2020),830 m²,Full ownership,Business park and freestanding location,Surrounded by garden,Attached brick garage,4 cars,Parking on private property,no
