header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Rijsdijk 73,2931 AW Krimpen aan de Lek        ,https://www.funda.nl/en/koop/krimpen-aan-de-lek/huis-88043824-rijsdijk-73/?navigateSource=resultlist,20220130_130457,"€ 275,000 kosten koper","€ 2,750    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, corner house (dyke house)",Resale property,1891,Gable roof covered with roof tiles,Living area100 m²Other space inside the building3 m²External storage space5 m²,100 m²,3 m²,5 m²,121 m²,300 m³,4 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Air conditioning and mechanical ventilation,G        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",121 m²,Full ownership,Unobstructed surrounding view,"Back garden, front garden and side garden",55 m² (11 meter deep and 5 meter broad),Located at the north accessible via the rear,Attached wooden storage,Public parking,no
