header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Franklinstraat 50,2562 CH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88965658-franklinstraat-50/?navigateSource=resultlist,20220131_194958,"€ 469,000 kosten koper","€ 4,835    The asking price per m² (€ 469,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,€ 87.53 per month,Ground-floor apartment (apartment),Resale property,1894,Protected townscape or village view (permit needed for alterations),Living area97 m²,97 m²,356 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Ground floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler, in ownership)",Alongside park and alongside a quiet road,Back garden,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 87.53 per month),Yes,No,Yes,no
