header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amsterdamsestraatweg 494 A,3553 EM Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88852889-amsterdamsestraatweg-494-a/?navigateSource=resultlist,20220131_160711,"€ 150,000 kosten koper","€ 6,818    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (22 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 140.00 per month,Ground-floor apartment,Resale property,1958,Flat roof,Living area22 m²Other space inside the building1 m²,22 m²,1 m²,91 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Right of membership,Alongside a quiet road,Detached brick storage,Public parking,Yes,Yes,Yes (€ 140.00 per month),No,Yes,Yes,no
