header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Garden,Shed / storage,Type of garage,Capacity,error
Bouwtype C (Bouwnr. 16),6224 XP Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42499642-bouwtype-c-bouwnr-16/?navigateSource=resultlist,20220129_082835,"€ 404,500 vrij op naam","€ 4,703    The asking price per m² (€ 404,500) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Galleried apartment,New property,2022,Living area86 m²,86 m²,310 m³,3 rooms (2 bedrooms),1 story,1st floor,A        What does this mean?,Heat pump,Sun terrace,Built-in,Garage,1 car,no
