header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Area,Location,Garden,Back garden,Garden location,error
Reeënlaan 5,6741 AW Lunteren        ,https://www.funda.nl/en/koop/lunteren/huis-88997886-reeenlaan-5/?navigateSource=resultlist,20220129_050645,"€ 497,500 kosten koper","€ 4,216    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 497,500) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1967,Living area118 m²Exterior space attached to the building21 m²External storage space20 m²,118 m²,21 m²,20 m²,248 m²,417 m³,5 rooms (4 bedrooms),1 story,D        What does this mean?,Partly double glazed,248 m²,In center and in residential district,Back garden and front garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the south,no
