header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Dijkshoornseweg 122,2635 ET Den Hoorn (ZH)        ,https://www.funda.nl/en/koop/den-hoorn-zh/huis-88959207-dijkshoornseweg-122/?navigateSource=resultlist,20220129_035351,"€ 349,000 kosten koper","€ 4,058    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1994,With carpets and curtains,Gable roof covered with roof tiles,Living area86 m²External storage space5 m²,86 m²,5 m²,116 m²,308 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Skylight and TV via cable,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Remaha Avanta (gas-fired combination boiler from 2019, in ownership)",116 m²,Full ownership,In residential district,Back garden and front garden,"41 m² (8,2 meter deep and 5,06 meter broad)",Detached wooden storage,Electricity,Public parking,no
