header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nesciolaan 56,9752 HP Haren (GR)        ,https://www.funda.nl/en/koop/haren-gr/appartement-41247809-nesciolaan-56/?navigateSource=resultlist,20220128_052524,"€ 67,500 kosten koper","€ 964    The asking price per m² (€ 67,500) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 87,500 kosten koper",6+ months,Under offer,Available in consultation,Apartment with shared street entrance (service apartment),Resale property,1970,Flat roof covered with asphalt roofing,Living area70 m²Exterior space attached to the building7 m²External storage space5 m²,70 m²,7 m²,5 m²,200 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,12th floor,E        What does this mean?,Communal central heating,Electrical boiler,Full ownership,Unobstructed surrounding view,Built-in,Yes,Yes,Yes,Yes,Yes,Yes,no
