header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Facilities.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
de Höfte 35,7471 DL Goor        ,https://www.funda.nl/en/koop/goor/appartement-42544901-de-hofte-35/?navigateSource=resultlist,20220129_163815,"€ 275,000 kosten koper","€ 2,835    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Galleried apartment,Resale property,2002,Flat roof covered with asphalt roofing,Living area97 m²Exterior space attached to the building10 m²External storage space11 m²,97 m²,10 m²,11 m²,309 m³,3 rooms (2 bedrooms),1 story,2nd floor,"Elevator, mechanical ventilation, passive ventilation system and rolldown shutters",B        What does this mean?,Completely insulated,CH boiler,CH boiler,Vaillant (2002),Full ownership,In center and unobstructed surrounding view,Built-in,Electricity,Underground parking,No,No,No,No,No,No,no
