header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,error
Muntmeester 312,5406 BJ Uden        ,https://www.funda.nl/en/koop/uden/huis-42663527-muntmeester-312/?navigateSource=resultlist,20220129_031140,"€ 359,000 kosten koper","€ 3,355    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2011,Shed roof covered with roof tiles,Living area107 m²Exterior space attached to the building10 m²External storage space8 m²,107 m²,10 m²,8 m²,143 m²,390 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",143 m²,Full ownership,In residential district,Back garden,"80 m² (14,5 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Balcony present,Detached wooden storage,no
