header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Grote Beer 952,3067 MB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88013112-grote-beer-952/?navigateSource=resultlist,20220125_233110,"€ 250,000 kosten koper","€ 3,571    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,€ 123.70 per month,Apartment with shared street entrance (apartment),Resale property,1981,With carpets and curtains,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area70 m²Exterior space attached to the building4 m²External storage space5 m²,70 m²,4 m²,5 m²,215 m³,2 rooms (1 bedroom),1 bathroom,1 story,2nd floor,Outdoor awning,C        What does this mean?,Double glazing,District heating,In residential district and unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 123.70 per month),Yes,Yes,Yes,no
