header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
IJsselsteinstraat 53,2546 XC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88975951-ijsselsteinstraat-53/?navigateSource=resultlist,20220131_221339,"€ 285,000 kosten koper","€ 4,130    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 101 per month,2 months,Available,Available immediately,Apartment with shared street entrance (apartment with open entrance to street),Resale property,1951,Living area69 m²,69 m²,200 m³,5 rooms (4 bedrooms),1 story,2nd floor,F            2.67What does this mean?,Long-term lease,In residential district,No,No,No,No,No,No,no
