header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Insulation.1,Type of parking facilities,error
van Brakelstraat 2,5694 SG Son en Breugel        ,https://www.funda.nl/en/koop/son-en-breugel/huis-42531275-van-brakelstraat-2/?navigateSource=resultlist,20220130_122118,"€ 335,000 kosten koper","€ 2,769    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1969,Gable roof covered with roof tiles,Living area121 m²External storage space11 m²,121 m²,11 m²,166 m²,413 m³,5 rooms (4 bedrooms),2 stories and a attic,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,166 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"78 m² (12 meter deep and 6,5 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Electricity,No cavity wall,Public parking,no
