header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Isabellaland 902,2591 ST Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88861915-isabellaland-902/?navigateSource=resultlist,20220131_212900,"€ 239,500 kosten koper","€ 2,851    The asking price per m² (€ 239,500) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,€ 205.71 per month,Galleried apartment (apartment with open entrance to street),Resale property,1960-1970,Living area84 m²Exterior space attached to the building10 m²External storage space7 m²,84 m²,10 m²,7 m²,260 m³,4 rooms (3 bedrooms),1 story,Mechanical ventilation,D        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Long-term lease,Paid until 31-12-2035,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 205.71 per month),Yes,Yes,Yes,no
