header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Garden,Type of garage,Capacity,Type of parking facilities,error
Moerkapelse Zijde 96,2751 DP Moerkapelle        ,https://www.funda.nl/en/koop/moerkapelle/huis-88869328-moerkapelse-zijde-96/?navigateSource=resultlist,20220127_223850,"€ 1,500,000 kosten koper","€ 5,155    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (291 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 months,Available,Available in consultation,"Villa, detached residential property",Resale property,1966,Living area291 m²Other space inside the building119 m²Exterior space attached to the building59 m²External storage space10 m²,291 m²,119 m²,59 m²,10 m²,"2,882 m²","1,375 m³",8 rooms (6 bedrooms),Sauna,3 stories,"Mechanical ventilation, passive ventilation system, sauna and swimming pool",D        What does this mean?,CH boiler,CH boiler,In ownership,2.882 m²,Surrounded by garden,Built-in,1 car,Parking on private property,no
