header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Nieuwe Prinsengracht 11,1018 ED Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42523211-nieuwe-prinsengracht-11/?navigateSource=resultlist,20220131_003522,"€ 3,500,000 kosten koper","€ 6,494    The asking price per m² (€ 3,500,000) is calculated by dividing the asking price of the home by the living area (539 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Property alongside canal, row house",Resale property,1840,Listed building (national monument) and monumental building,Living area539 m²Other space inside the building90 m²,539 m²,90 m²,268 m²,"1,994 m³",13 rooms (6 bedrooms),3 bathrooms and 4 separate toilets,3 baths and 2 toilets,6 stories,Not required,CH boiler,CH boiler,268 m²,Full ownership,"Alongside a quiet road, alongside water and in center",Back garden,Built-in,2 cars,Electricity and running water,Public parking and resident's parking permits,no
