header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Stadshagen 26,3078 CS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42686887-stadshagen-26/?navigateSource=resultlist,20220125_232710,"€ 305,000 kosten koper","€ 3,280    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available immediately,"Single-family home, row house",Resale property,1966,Gable roof covered with roof tiles,Living area93 m²,93 m²,150 m²,325 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,Mechanical ventilation,C        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler,150 m²,In residential district,Back garden,60 m² (12 meter deep and 5 meter broad),Detached wooden storage,Public parking,no
