header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Type of parking facilities,error
Appartementen (Bouwnr. 56),1043 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42675597-appartementen-bouwnr-56/?navigateSource=resultlist,20220130_204921,"€ 820,863 vrij op naam","€ 6,266    The asking price per m² (€ 820,863) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2018,Living area131 m²,131 m²,393 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Completely insulated,Parking garage,no
