header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Burgemeester Bosstraat 53,3043 GB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88986756-burgemeester-bosstraat-53/?navigateSource=resultlist,20220126_005704,"€ 389,000 kosten koper","€ 2,701    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 425,000 kosten koper",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1928,Living area144 m²Other space inside the building59 m²Exterior space attached to the building17 m²,144 m²,59 m²,17 m²,95 m²,606 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,Bath and 2 toilets,3 stories and a basement,Sliding door,F        What does this mean?,Completely insulated,CH boiler,CH boiler,In ownership,95 m²,Full ownership,In residential district,Back garden,"31 m² (6 meter deep and 5,2 meter broad)",Located at the northeast,Roof terrace present,Built-in,Public parking,no
