header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Hof van Borne - Laerhof & Elshof (Bouwnr. 63),7622 GM Borne        ,https://www.funda.nl/en/koop/borne/huis-42659877-hof-van-borne-laerhof-en-elshof-bouwnr-63/?navigateSource=resultlist,20220127_225527,"€ 449,500 vrij op naam","€ 3,017    The asking price per m² (€ 449,500) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,"Single-family home, double house",New property,2022,Gable roof covered with roof tiles,Living area149 m²,149 m²,237 m²,608 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,Solar panels,A        What does this mean?,Energy efficient window and completely insulated,"Complete floor heating, heat recovery unit and heat pump",In residential district,Back garden,88 m² (11 meter deep and 8 meter broad),Located at the south,Attached brick storage,Electricity,Parking on private property,no
