header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Location,Garden,error
Hoogvensestraat 193,5017 CD Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88981784-hoogvensestraat-193/?navigateSource=resultlist,20220129_051903,"€ 250,000 kosten koper","€ 3,846    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1905,Living area65 m²Other space inside the building2 m²,65 m²,2 m²,64 m²,260 m³,4 rooms (2 bedrooms),1 bathroom,Shower,2 stories and a loft,F        What does this mean?,64 m²,In center,Location,no
