header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,Location,error
Hooya's Oord,7751 Dalen        ,https://www.funda.nl/en/koop/dalen/bouwgrond-40860605-hooya-s-oord/?navigateSource=resultlist,20220128_070605,"€ 195,000 kosten koper","€ 200,000 kosten koper",6+ months,Available,Available immediately,Building plot,800 m²,800 m² (part of parcel),Full ownership,"Alongside a quiet road, outside the built-up area, rural, freestanding location and unobstructed surrounding view",no
