header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Bergweg 27,1217 RZ Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42410346-bergweg-27/?navigateSource=resultlist,20220130_135113,"€ 1,725,000 vrij op naam","€ 6,250    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,725,000) is calculated by dividing the asking price of the home by the living area (276 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 months,Under offer,Available in consultation,"Villa, detached residential property",New property,2022,Mansard roof covered with roof tiles,Living area276 m²,276 m²,"2,450 m²",860 m³,7 rooms (5 bedrooms),3 bathrooms and 2 separate toilets,3 showers and 2 toilets,2 stories and a basement,Mechanical ventilation,Not available,Energy efficient window and completely insulated,Complete floor heating and heat pump,2.450 m²,Full ownership,Alongside a quiet road and in residential district,Surrounded by garden,Parking on private property,no
