header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Wilhelminastraat 8,2411 CZ Bodegraven        ,https://www.funda.nl/en/koop/bodegraven/huis-42415366-wilhelminastraat-8/?navigateSource=resultlist,20220128_052126,"€ 300,000 kosten koper","€ 1,899    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1914,Gable roof covered with roof tiles,Living area158 m²Other space inside the building14 m²,158 m²,14 m²,140 m²,430 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories and a loft,Air conditioning and TV via cable,Not available,Double glazing,CH boiler,CH boiler,"ATAG (gas-fired combination boiler from 2013, in ownership)",140 m²,Full ownership,Sheltered location and in center,Public parking,no
