header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
De Krijgsman - De Productielijn (Bouwnr. DPr 57),1398 CP Muiden        ,https://www.funda.nl/en/koop/muiden/huis-42650948-de-krijgsman-de-productielijn-bouwnr-dpr-57/?navigateSource=resultlist,20220128_081844,"€ 730,000 vrij op naam","€ 5,034    The asking price per m² (€ 730,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Flat roof covered with asphalt roofing,Living area145 m²Exterior space attached to the building35 m²External storage space5 m²,145 m²,35 m²,5 m²,435 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,"On the edge of a forest, alongside a quiet road, on navigable waterway, alongside water, In wooded surroundings and in residential district",Back garden and front garden,Detached brick storage,Public parking,no
